VNINDEX,23/12/2021	1,456.96 	-20.71 (-1.40 %)	   	1,267,439,407 	37,999,313,867,300 	93,381,413 	7,562,755,132,700 	1,480.52 	1,481.21 	1,447.14 
VNINDEX,22/12/2021	1,477.67 	-1.07 (-0.07 %)	   	1,032,293,743 	31,800,400,614,490 	36,351,136 	1,823,924,890,000 	1,485.40 	1,489.24 	1,471.84 
VNINDEX,21/12/2021	1,478.74 	1.41 (0.10 %)	   	867,992,218 	26,994,028,530,600 	34,850,428 	1,675,974,469,400 	1,475.31 	1,486.09 	1,472.43 
VNINDEX,20/12/2021	1,477.33 	-2.46 (-0.17 %)	   	910,354,780 	26,693,629,525,800 	52,997,576 	2,248,087,474,200 	1,482.09 	1,483.85 	1,468.88 
VNINDEX,17/12/2021	1,479.79 	3.18 (0.22 %)	   	1,032,891,100 	31,883,577,470,000 	47,640,858 	2,300,591,692,400 	1,481.76 	1,487.73 	1,476.61 
VNINDEX,16/12/2021	1,476.61 	1.11 (0.08 %)	   	867,439,300 	25,039,429,310,000 	36,920,267 	1,731,679,078,300 	1,481.85 	1,482.32 	1,468.95 
VNINDEX,15/12/2021	1,475.50 	-0.52 (-0.04 %)	   	838,899,800 	23,387,639,420,000 	42,494,006 	2,277,211,529,950 	1,476.02 	1,481.67 	1,468.21 
VNINDEX,14/12/2021	1,476.02 	-0.19 (-0.01 %)	   	887,700,200 	25,180,129,540,000 	48,312,993 	2,328,267,320,900 	1,476.82 	1,485.14 	1,469.21 
VNINDEX,13/12/2021	1,476.21 	12.67 (0.87 %)	   	787,630,800 	23,478,623,820,000 	47,290,202 	2,161,292,030,000 	1,471.96 	1,481.70 	1,470.08 
VNINDEX,10/12/2021	1,463.54 	-4.44 (-0.30 %)	   	759,422,200 	22,045,211,590,000 	16,535,447 	761,451,181,000 	1,470.55 	1,475.85 	1,461.78 
VNINDEX,09/12/2021	1,467.98 	15.11 (1.04 %)	   	610,084,100 	17,876,198,070,000 	30,259,054 	1,351,809,130,000 	1,448.29 	1,467.98 	1,446.88 
VNINDEX,08/12/2021	1,452.87 	6.10 (0.42 %)	   	709,378,100 	19,965,471,200,000 	34,844,649 	1,349,068,078,120 	1,446.77 	1,460.28 	1,446.77 
VNINDEX,07/12/2021	1,446.77 	33.19 (2.35 %)	   	662,111,000 	19,632,982,630,000 	60,274,970 	1,775,715,114,700 	1,426.88 	1,446.77 	1,421.60 
VNINDEX,06/12/2021	1,413.58 	-29.74 (-2.06 %)	   	975,385,500 	29,961,198,660,000 	22,513,240 	1,143,853,909,000 	1,446.28 	1,452.55 	1,400.87 
VNINDEX,03/12/2021	1,443.32 	-38.73 (-2.61 %)	   	997,434,600 	30,565,506,710,000 	60,159,690 	2,050,831,703,500 	1,490.40 	1,491.20 	1,443.32 
VNINDEX,02/12/2021	1,482.05 	-3.14 (-0.21 %)	   	719,084,000 	21,953,170,400,000 	17,035,297 	831,729,707,000 	1,489.12 	1,493.84 	1,482.05 
VNINDEX,01/12/2021	1,485.19 	6.75 (0.46 %)	   	810,951,400 	24,687,447,720,000 	35,416,117 	1,607,830,726,850 	1,477.85 	1,487.68 	1,471.30 
VNINDEX,30/11/2021	1,478.44 	-6.40 (-0.43 %)	   	1,005,714,000 	32,583,775,560,000 	33,693,956 	1,494,202,411,100 	1,500.24 	1,503.09 	1,471.57 
VNINDEX,29/11/2021	1,484.84 	-8.19 (-0.55 %)	   	932,067,900 	29,841,811,420,000 	22,976,304 	1,298,204,163,000 	1,467.48 	1,488.93 	1,467.35 
VNINDEX,26/11/2021	1,493.03 	-7.78 (-0.52 %)	   	966,269,500 	32,688,269,260,000 	49,576,978 	2,302,206,984,080 	1,506.69 	1,511.68 	1,488.83 
VNINDEX,25/11/2021	1,500.81 	11.94 (0.80 %)	   	908,516,000 	29,011,709,000,000 	58,690,229 	2,445,927,449,500 	1,496.41 	1,505.36 	1,490.32 
VNINDEX,24/11/2021	1,488.87 	25.24 (1.72 %)	   	1,025,021,500 	33,537,133,360,000 	40,731,889 	1,941,458,392,150 	1,470.66 	1,491.05 	1,467.29 
